,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
137,Arthur Von Rosenberg,7512_G_3,7512,G,3,,Combined Cycle,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,160.0,7178.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,,3.419101677638398,117.0,POINT (-98.384045 29.257046),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,28.142311842088418,1,0.0,1,1,0,False,False,False,7512+3,,,,,,,,,,,,
139,Decker Creek,3548_B_2,3548,B,2,2455.0,O/G Steam,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,404.0,11588.0,1977.0,9999.0,wall,dry,N,"Natural Gas, Distillate Fuel Oil",,,,FR + H2O + LNB,,,,,,,,,1.157,0.09734,0.09734,0.09734,0.09734,,,,,,,,,,,,Natural Gas,3548.0,30.3033,-97.6128,,,,,,,,,3.419101677638398,117.0,POINT (-97.61279999999999 30.3033),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,7.0,93.324,41244.28634948866,161.60000000000002,0.0,37800.0,4.47,44.09055024047375,1,0.0,1,1,0,False,False,False,3548+2,,,,,,,,,,,,
144,Thomas C Ferguson,4937_G_CT-1,4937,G,CT-1,90812.0,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,168.0,7050.0,2014.0,9999.0,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.419101677638398,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,4937+CT-1,,,,,,,,,,,,
145,Thomas C Ferguson,4937_G_CT-2,4937,G,CT-2,90813.0,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,168.0,7050.0,2014.0,9999.0,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.419101677638398,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,4937+CT-2,,,,,,,,,,,,
146,Thomas C Ferguson,4937_G_STG,4937,G,STG,,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,180.0,7050.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.419101677638398,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,57.24,18376.16718541574,72.0,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,4937+STG,,,,,,,,,,,,
147,Hal C Weaver Power Plant,50118_G_GEN10,50118,G,GEN10,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,33.0,7130.0,2010.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.419101677638398,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,21.087,3368.9639839928855,13.200000000000001,0.0,13170.0,3.5999999999999996,27.978194961561776,1,0.0,1,1,0,False,False,False,50118+GEN10,,,,,,,,,,,,
150,Hal C Weaver Power Plant,50118_G_GEN7,50118,G,GEN7,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,27.6,7130.0,1979.0,9999.0,,,Y,Natural Gas,,,,FR,SCR,,,,,,,,,0.04937,0.04937,0.04937,0.04937,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.419101677638398,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,17.636400000000002,2817.6789684304135,11.040000000000001,0.0,13170.0,3.5999999999999996,27.978194961561776,1,0.0,1,1,0,False,False,False,50118+GEN7,,,,,,,,,,,,
151,Hal C Weaver Power Plant,50118_G_GEN8,50118,G,GEN8,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,46.5,7130.0,1987.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.04937,0.04937,0.04937,0.04937,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.419101677638398,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,29.7135,4747.176522899066,18.6,0.0,13170.0,3.5999999999999996,27.978194961561776,1,0.0,1,1,0,False,False,False,50118+GEN8,,,,,,,,,,,,
152,Hal C Weaver Power Plant,50118_G_GEN9,50118,G,GEN9,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,26.1,7130.0,2004.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.419101677638398,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,16.6779,2664.544241885282,10.440000000000001,0.0,13170.0,3.5999999999999996,27.978194961561776,1,0.0,1,1,0,False,False,False,50118+GEN9,,,,,,,,,,,,
153,Tenaska Frontier Generation Station,55062_G_GTG1,55062,G,GTG1,3843.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.419101677638398,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,27.79698257264694,1,0.0,1,1,0,False,False,False,55062+GTG1,,,,,,,,,,,,
154,Tenaska Frontier Generation Station,55062_G_GTG2,55062,G,GTG2,3844.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.419101677638398,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,27.79698257264694,1,0.0,1,1,0,False,False,False,55062+GTG2,,,,,,,,,,,,
155,Tenaska Frontier Generation Station,55062_G_GTG3,55062,G,GTG3,3845.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.419101677638398,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,27.79698257264694,1,0.0,1,1,0,False,False,False,55062+GTG3,,,,,,,,,,,,
156,Tenaska Frontier Generation Station,55062_G_STG1,55062,G,STG1,,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,395.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.419101677638398,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,125.61,40325.47799021787,158.0,0.0,13170.0,3.5999999999999996,27.79698257264694,1,0.0,1,1,0,False,False,False,55062+STG1,,,,,,,,,,,,
157,Rio Nogales Power Project,55137_G_CTG1,55137,G,CTG1,3975.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.419101677638398,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG1,,,,,,,,,,,,
158,Rio Nogales Power Project,55137_G_CTG2,55137,G,CTG2,3976.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.419101677638398,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG2,,,,,,,,,,,,
159,Rio Nogales Power Project,55137_G_CTG3,55137,G,CTG3,3977.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.419101677638398,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG3,,,,,,,,,,,,
160,Rio Nogales Power Project,55137_G_STG1,55137,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,323.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.419101677638398,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,102.714,32975.01111605158,129.20000000000002,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+STG1,,,,,,,,,,,,
161,Hays Energy Project,55144_G_U1,55144,G,U1,4002.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7474.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01233,0.01233,0.01233,0.01233,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.419101677638398,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,29.154365938669386,1,0.0,1,1,0,False,False,False,55144+U1,,,,,,,,,,,,
162,Hays Energy Project,55144_G_U2,55144,G,U2,4003.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7452.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.0128,0.0128,0.0128,0.0128,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.419101677638398,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,29.07914570176134,1,0.0,1,1,0,False,False,False,55144+U2,,,,,,,,,,,,
163,Hays Energy Project,55144_G_U3,55144,G,U3,4004.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,224.0,7473.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01212,0.01212,0.01212,0.01212,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.419101677638398,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,71.232,22868.11916407292,89.60000000000001,0.0,13170.0,3.5999999999999996,29.150946836991743,1,0.0,1,1,0,False,False,False,55144+U3,,,,,,,,,,,,
164,Hays Energy Project,55144_G_U4,55144,G,U4,4005.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,227.0,7446.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01168,0.01168,0.01168,0.01168,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.419101677638398,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,29.05863109169551,1,0.0,1,1,0,False,False,False,55144+U4,,,,,,,,,,,,
165,Guadalupe Generating Station,55153_G_CTG1,55153,G,CTG1,4028.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG1,,,,,,,,,,,,
166,Guadalupe Generating Station,55153_G_CTG2,55153,G,CTG2,4029.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG2,,,,,,,,,,,,
167,Guadalupe Generating Station,55153_G_CTG3,55153,G,CTG3,4030.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG3,,,,,,,,,,,,
168,Guadalupe Generating Station,55153_G_CTG4,55153,G,CTG4,4031.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG4,,,,,,,,,,,,
169,Guadalupe Generating Station,55153_G_STG1,55153,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+STG1,,,,,,,,,,,,
170,Guadalupe Generating Station,55153_G_STG2,55153,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.419101677638398,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+STG2,,,,,,,,,,,,
171,Lost Pines 1 Power Project,55154_G_CTA,55154,G,CTA,4032.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.419101677638398,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+CTA,,,,,,,,,,,,
172,Lost Pines 1 Power Project,55154_G_CTB,55154,G,CTB,4033.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.419101677638398,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+CTB,,,,,,,,,,,,
173,Lost Pines 1 Power Project,55154_G_ST,55154,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,172.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.419101677638398,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+ST,,,,,,,,,,,,
174,Bastrop Energy Center,55168_G_0001,55168,G,0001,4046.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.419101677638398,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0001,,,,,,,,,,,,
175,Bastrop Energy Center,55168_G_0002,55168,G,0002,4047.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.419101677638398,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0002,,,,,,,,,,,,
176,Bastrop Energy Center,55168_G_0003,55168,G,0003,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,227.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.419101677638398,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0003,,,,,,,,,,,,
177,Robert Mueller Energy Center,56374_G_DG1,56374,G,DG1,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Travis,453.0,48453.0,1.5,10745.0,2006.0,9999.0,,,N,Distillate Fuel Oil,,,,,,,,,,,,,3.0,1.77612,1.77612,1.77612,1.77612,,,,,,,,,,,,Distillate Fuel Oil,56374.0,30.304994,-97.707675,,,,,,,,,18.885071266579832,160.1,POINT (-97.70767499999999 30.304994),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,1.0,0.513,38.28368163628279,0.375,0.0,7340.0,15.45,218.37009075940028,0,0.0,1,1,0,False,False,False,56374+DG1,,,,,,,,,,,,
180,Central Utility Plant - Texas A&M,58151_G_GTG01,58151,G,GTG01,,Combined Cycle,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,32.4,7780.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,,3.419101677638398,117.0,POINT (-96.343333 30.617778),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,20.703599999999998,3307.7100933748334,12.96,0.0,13170.0,3.5999999999999996,30.200611052026737,1,0.0,1,1,0,False,False,False,58151+GTG01,,,,,,,,,,,,
181,Central Utility Plant - Texas A&M,58151_G_STG02,58151,G,STG02,,Combined Cycle,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,11.0,7780.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,FR + LNB,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,,3.419101677638398,117.0,POINT (-96.343333 30.617778),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,7.029,1122.9879946642952,4.4,0.0,13170.0,3.5999999999999996,30.200611052026737,1,0.0,1,1,0,False,False,False,58151+STG02,,,,,,,,,,,,
183,Rabbit Hill Energy Storage Project,60649_G_1,60649,G,1,,Energy Storage,,ERC_REST,Texas,48.0,Williamson,491.0,48491.0,9.9,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60649.0,30.587828,-97.687023,,,39.6,9.9,9.9,,0.81,0.0,0.0,0.0,POINT (-97.687023 30.587828),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,0.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,False,False,False,60649+1,,,,,,,,,,,,
184,Bandera Electric Coop PV,61205_G_PV1,61205,G,PV1,,Solar PV,,ERC_REST,Texas,48.0,Real,385.0,48385.0,1.5,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,61205.0,29.681032,-99.762212,,,,,,,,,0.0,0.0,POINT (-99.76221200000001 29.681032),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,0.0,1.5,0.1531347265451312,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,False,False,False,61205+PV1,,,,,,,,,,,,
